id,form,edit form,hyperlink,dict,количество компонентов в смысловой части,позиция компонентов смысловой части,позиция коннектора в составе клаузы,phonvar,pos,type of pos,meaning,Non-connector,Стилистич. ограничения,Example,other_senses,other_pos,semfield1,subfield1,semfield2,subfield2,semfield1_ed,subfield1_ed,semfield2_ed,subfield2_ed,sem_comment,inside_info,Основная часть,Коррелят,Обязательность коррелята,Обязательность компонентов,Комментарий,Разработчик,,
,кроме того,,,АГ-80,многокомпонентный,неразрывный,плавающая,NA,союз,,NA,NA,,"Каждый из них вложил в предприятие по 245 тыс. долл., кроме того, 10 тыс. долл. было получено от венчурного капиталиста Артура Рока и еще 2, 5 млн. было привлечено им в качестве долговых обязательств. [В эти дни // «Computerworld», 2004] GOOD",NA,NA,мереология,исключение,NA,NA,мереология,аддитивность,NA,NA,,,кроме того,NA,NA,NA,,Настя,,
,кроме того что,,,АГ-80,многокомпонентный,неразрывный,начальная,NA,союз,,NA,NA,,"Впрочем, о его детстве ничего не известно, кроме того, что в раннем возрасте, еще до совершеннолетия, он пережил сильное потрясение — кончину горячо любимого брата... [Владислав Отрошенко. Эссе из книги «Тайная история творений» // «Октябрь», 2001] GOOD",NA,NA,мереология,исключение,NA,NA,мереология,аддитивность,NA,NA,"логическое значение 'за исключением того, что'. [Единица кроме того что 1] употребляется исключительно в контексте отрицательного местоимения или слова нет в предшествующей клаузе и является производной от кроме 1 [Зализняк, Шмелев 2021: 389]",,кроме того что,NA,NA,NA,,Настя,,
,кроме того что,,,ЕФР,многокомпонентный,неразрывный,начальная,NA,союз,,поправка к предшествующей части предложения): за исключением того что,NA,,"Впрочем, о его детстве ничего не известно, кроме того, что в раннем возрасте, еще до совершеннолетия, он пережил сильное потрясение — кончину горячо любимого брата... [Владислав Отрошенко. Эссе из книги «Тайная история творений» // «Октябрь», 2001] GOOD",NA,NA,мереология,исключение,NA,NA,мереология,исключение,NA,NA,,,кроме того что,NA,NA,NA,,Настя,,
,кроме того что,,,ЕФР,многокомпонентный,неразрывный,начальная,NA,союз,,"дополнительное, более значительное сообщение: мало того что",NA,,"Упомянутый вами Малышев, кроме того, что он талантливый писатель, является активным бойцом. [Андрей Андреев. Будущее принадлежит нам! // «Завтра», 2003.08.22] GOOD",NA,NA,мереология,аддитивность,NA,NA,мереология,аддитивность,NA,NA,"имеет значение 'плюс к тому что', производное от кроме 2, которое реализуется в контексте главной клаузы, не содержащей конструкции с отрицательным местоимением; употребляется преимущественно в препозиции к остальной части предложения или внутри него [Зализняк, Шмелев, 2021: 390]",,кроме того что,NA,NA,NA,,Настя,,
351,кстати,,,МАС,однокомпонентный,NA,неконечная,NA,в значении вводного слова,,"обозначает, что данная фраза говорится в связи с только что сказанным, в дополнение к нему",да,,"У нас в гостях был ваш племянник, кстати, он очень славный человек. (БТС) NOTFOUND",NA,наречие,мереология,аддитивность,NA,NA,мереология,аддитивность,конъюнкция,присоединение,NA,NA,кстати,NA,NA,,,Диана,,
352,кстати,,,Уш,однокомпонентный,NA,неконечная,NA,в значении вводного слова,,фраза говорится в дополнение к только что сказанному,да,,"Присмотритесь, выберите себе дело по вкусу, и я обещаю учесть ваши склонности. Кстати, этих склонностей пока мы не знаем (МАС) GOOD",NA,наречие,мереология,аддитивность,NA,NA,мереология,аддитивность,конъюнкция,присоединение,NA,NA,кстати,NA,NA,,,Диана,,
,кстати,,,АГ-80,однокомпонентный,NA,плавающая,NA,аналог союза,,NA,NA,,"Мы скоро уезжаем, кстати, нельзя ли здесь заказать билеты? (БТС) NOTFOUND",NA,вводное слово; наречие,мереология,аддитивность,NA,NA,мереология,аддитивность,конъюнкция,присоединение,,,кстати,NA,NA,NA,,Настя,,
353,кто,,,МАС,однокомпонентный,NA,начальная,NA,местоимение,,с разделительным значением,отн,,"Кто ушел на сеновал, кто растянулся в сенях, в сарае. (МАС) OLD",вопросительное; с указательным или выделительным значением; неопределенное; относительное,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,NA,"другие конструкции этой ""семьи"": где... где, когда...когда",кто,дублирование,да,,,Диана,,
,кто бы_ни,,,ЕФР,многокомпонентный,разрывный,начальная,кто б ни,союз,,указание на любое предполагаемое лицо,отн,,"Кто бы ни позвонил, немедленно сообщи мне (Морк) NOTFOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,кто бы ни,NA,NA,NA,,Настя,,
,кто_ни,,,ЕФР,многокомпонентный,разрывный,начальная,NA,союз,,указание на любое неопределенное лицо,отн,,"Человек должен трудиться, работать в поте лица, кто бы он ни был. (МАС) OLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,кто ни,NA,NA,NA,,Настя,,
,куда,,,ЕФР,однокомпонентный,NA,начальная,NA,наречие,,"присоединяет придаточные предложения места, изъяснительные и определительные",кв,,"Городок, куда мы приехали, был тих и уютен (БТС) NOTFOUND","1. В какое место? 2. сомнения, отрицания чего-л. (обычно в сочетании с оттенком пренебрежительности) 3. намного, гораздо (обычно в сочетании с формами сравнительной степени прилагательных) 4. возглас, которым стремятся задержать кого-л.",наречие; частица; междометие,NA,NA,NA,NA,NA,NA,NA,NA,,,куда,NA,NA,NA,,Настя,,
,куда бы_ни,,,ЕФР,многокомпонентный,разрывный,начальная,куда б ни,союз,,указание на любое место действия: куда ни,отн,,"Куда бы я ни поехал, везде одно и то же (Морк) NOTFOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,куда бы ни,NA,NA,NA,,Настя,,
,куда_ни,,,ЕФР,многокомпонентный,разрывный,начальная,NA,союз,,указание на любое место действия: куда бы ни,отн,,"Куда он ни приедет, везде у него друзья (Морк) NOTFOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,куда ни,NA,NA,NA,,Настя,,
,ладно бы… а то,"ладно(, если) бы... но/так/а/а то",,АГ-80,многокомпонентный,неразрывный,начальная,NA,частица-союз,,NA,NA,,"Ладно бы, брали деньги за нормальное тепло, а то выше десяти градусов раньше у нас никогда не было. (НКРЯ) GOOD

",NA,NA,адверсативность,противительность,NA,NA,причина,обеспечение возможности,адверсатив,противительность,,,ладно бы,NA,NA,обяз.,,ИМК,,
354,"ладно(, если) бы","ладно(, если) бы... но/так/а/а то",,МАС,многокомпонентный,неразрывная,начальная,NA,нет пометы,,"для выражения допустимости, возможности чего-л. при соблюдении каких-л. условий.",NA,,"Ладно бы миллиарды рублей запросили за присоединение, чтобы мы сами отказались.  Просто не выдают договор. [Сергей Доронин, Сергей Васильев. Когда энергия на вес золота // «Эксперт», 2013] GOOD",NA,NA,условное,реальное,NA,NA,причина,обеспечение возможности,адверсатив,противительность,NA,"в корпусе большинство примеров с коррелятом, а в МАС дается вариант без коррелята","ладно(, если) бы","но, так",нет,если не обяз.,,Диана,,
355,ли,,,МАС,однокомпонентный,NA,неконечная,NA,союз,,условный,NA,,"Станет ли дверь закрывать, обязательно ключ сломает. (БТС) NOTFOUND",для косвенного вопроса,частица,условное,реально,NA,NA,условие,реальное,NA,NA,NA,NA,ли,NA,NA,,,Диана,,
356,ли,,,Уш,однокомпонентный,NA,неконечная,NA,союз,,условно-уступительный,NA,,"Придет ли ночь и мрак печальный, - идем к дороге столбовой (Уш) OLD",NA,частица,условие,реальное,NA,NA,условие,реальное,NA,NA,NA,NA,ли,NA,NA,,,Диана,,
,ли,,,БТС,однокомпонентный,NA,срединная,ль,союз,,косвенный вопрос,кв,,"Он спросил, нет ли у меня желания пойти в театр (БТС) NOTFOUND","1. усиливает вопросительный характер предложения 2. выделяет, подчёркивает то слово в предложении, к которому относится 3. удивление, сомнение, неуверенность",NA,NA,NA,NA,NA,NA,NA,NA,NA,,,ли,NA,NA,,,Настя,,
,ли,,,БТС,однокомпонентный,NA,срединная,ль,союз,,если,уст,,"Станет ли дверь закрывать, обязательно ключ сломает. (БТС) NOTFOUND","1. усиливает вопросительный характер предложения 2. выделяет, подчёркивает то слово в предложении, к которому относится 3. удивление, сомнение, неуверенность",NA,условие,реальное,условие,ирреальное,условие,реальное,NA,NA,,,ли,NA,NA,,устар.?,Настя,,
,ли,ли... ли,,АГ-80,однокомпонентный,NA,срединная,ль,союз,,разделительный (выбор),NA,,"<…>сообщите, есть ли у вас сопутствующие болезни, были ли контакты с зараженными коронавирусом<…>.(НКРЯ) GOOD",NA,частица,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,ли,NA,NA,,"сомнительно, что есть модели типа ""P ли, Q"" или ""P, Q ли"" с этим значением",Настя,,
,ли,ли... ли,,ЕФР,однокомпонентный,NA,срединная,ль,союз,,разделительность при перечислении,NA,,"<…>сообщите, есть ли у вас сопутствующие болезни, были ли контакты с зараженными коронавирусом<…>.(НКРЯ) GOOD Не знаю, куда отправить тебе деньги, в Москву ли, в Волоколамск ли, в Калугу ли. (НКРЯ) OLD ",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,ли,NA,NA,,"сомнительно, что есть модели типа ""P ли, Q"" или ""P, Q ли"" с этим значением",Настя,,
,ли,,,ЕФР,однокомпонентный,NA,срединная,ль,союз,,"условность: если, ежели",уст,,"Он очень неловок: станет ли отворять ворота или двери, отворяет одну половинку, другая затворяется. (НКРЯ) OLD",NA,NA,условие,реальное,условие,ирреальное,условие,реальное,NA,NA,,,ли,NA,NA,,,Настя,,
357,ли... или,ли... ли,,МАС,однокомпонентный,NA,неконечная,NA,союз,,разделительный,NA,,"Судьба ли нас свела опять на Кавказе, или она нарочно сюда приехала, зная, что меня встретит? (Лерм.). OLD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,"Семантика основных союзов со значением равноценности компонентов - ли ли и ли или предполагает, что для описываемой ситуации различие между двумя возможными компонентами несущественно, причём обычно Говорящий сам не знает, какой из возможных компонентов присутствует [Апресян Пекелис 2011] Тяготеют к теме, а не к реме [Санников 2008: 206]",NA,ли,дублирование,да,да,,Диана,,
,ли... или,ли... ли,,АГ-80,однокомпонентный,NA,срединная,NA,союз,,разделительный (выбор),NA,,"Судьба ли нас свела опять на Кавказе, или она нарочно сюда приехала, зная, что меня встретит? (Лерм.). OLD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,ли,или,да,,"Но вместо ""или"" может быть ""ли""",Настя,,
358,ли... или ,ли... ли,,Уш,однокомпонентный,NA,неконечная,NA,союз,,разделительный,NA,,"Судьба ли нас свела опять на Кавказе, или она нарочно сюда приехала, зная, что меня встретит? (Лерм.). OLD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,NA,NA,ли,дублирование,да,да,,Диана,,
359,ли... ли,ли... или,,МАС,однокомпонентный,NA,неконечная,NA,союз,,разделительный,NA,,"<…>сообщите, есть ли у вас сопутствующие болезни, были ли контакты с зараженными коронавирусом<…>.(НКРЯ) GOOD Не знаю, куда отправить тебе деньги, в Москву ли, в Волоколамск ли, в Калугу ли. (НКРЯ) OLD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,"Семантика основных союзов со значением равноценности компонентов - ли ли и ли или предполагает, что для описываемой ситуации различие между двумя возможными компонентами несущественно, причём обычно Говорящий сам не знает, какой из возможных компонентов присутствует [Апресян Пекелис 2011] Тяготеют к теме, а не к реме [Санников 2008: 206]",,ли,дублирование,да,да,,Диана,,
,ли... ли,ли... или,,АГ-80,однокомпонентный,NA,срединная,NA,союз,,разделительный (неразличение),NA,,"За комментариями о том, получил ли Белый дом предложение направить представителей в рабочую группу и не приведет ли ее создание к затягиванию принятия закона, в пресс-службе правительства «Ведомостям» посоветовали «обратиться в Госдуму». (НКРЯ) GOOD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,ли,дублирование,да,,"Но вместо второго ""ли"" может быть ""или""",Настя,,
360,ли... ли ,ли... или,,Уш,однокомпонентный,NA,неконечная,NA,союз,,разделительный,NA,,"Детеринг, как сова, раздумывает, правильно ли он поступил и не может ли он сделать что-нибудь лучше "", — живописует "" гамлетовские ""страдания дельца-нефтепромышленника автор бестселлера "" Добыча "". [Владимир Попов. Страсти по «черному золоту». России прочат лидерство в мировой нефтяном экспорте. Но ценой утраты перспектив развития отечественной экономики // «Завтра», 2003.08.13] GOOD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,NA,NA,ли,дублирование,да,да,,Диана,,
,ли... ли... ли...,,,АГ-80,многокомпонентный,NA,срединная,NA,союз,,разделительный (неразличение),NA,,"Таким образом, суть нынешнего напряжения для международных отношений не в том, помогут ли США Украине, введет ли Россия войска на Украину и произойдет ли какая-то провокация на границе. (НКРЯ) GOOD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,ли,дублирование,нет,,,Настя,,
361,либо,,,МАС,однокомпонентный,NA,начальная,NA,союз,,разделительный,NA,,"«То есть турист либо гарантированно поедет отдыхать, потому что его услуга оплачена принимающей стороне, либо ему на руки вернется вся сумма»<…>(НКРЯ) GOOD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,NA,NA,либо,NA,NA,NA,,Диана,,
362,либо,,,Морк,однокомпонентный,NA,начальная,NA,союз,,разделительный,NA,,"Мухин ошибается, либо я неправ - теперь это уже не имеет значения (Морк) NOTFOUND",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,NA,NA,либо,NA,NA,NA,,Диана,,
363,либо,,,Морк,однокомпонентный,NA,начальная,NA,союз,,присоединительный,NA,,"И все знают: если нужно что-то мэру передать, нужно позвать Васю.  Он такой — человек-функция.  Либо Вася приходит и говорит кому-то какие-то строгие слова. [П. Скоробогатый, А. Садкин. Конструктор политической реальности // «Эксперт», 2016] GOOD",NA,NA,конъюнкция,присоединительное,NA,NA,мереология,аддитивность,дизъюнкция,NA,NA,,либо,NA,NA,NA,,Диана,,
364,либо,,,Уш,однокомпонентный,NA,начальная,NA,союз,,разделительный,NA,,"Вечером я буду дочитывать книгу, либо мы с тобой сходим в кино (Морк) NOTFOUND",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,NA,NA,либо,NA,NA,NA,,Диана,,
,либо,,,БТС,однокомпонентный,NA,начальная,NA,союз,,необходимость выбора между предложениями или членами предложения (постановка «или» перед каждым сопоставляемым членом служит для усиления выразительности),NA,,"Вечером я буду дочитывать книгу, либо мы с тобой сходим в кино (Морк) NOTFOUND",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,либо,NA,NA,,,Настя,,
,либо,,,БТС,однокомпонентный,NA,начальная,NA,союз,,объединяет предложения или отдельные члены предложения в перечислении,NA,,"Вечером я буду дочитывать книгу, либо мы с тобой сходим в кино (Морк) NOTFOUND",NA,NA,конъюнкция,NA,NA,NA,конъюнкция,NA,NA,NA,,,либо,NA,NA,,,Настя,,
,либо,,,АГ-80,однокомпонентный,NA,начальная,NA,союз,,разделительный (выбор),NA,,"Вечером я буду дочитывать книгу, либо мы с тобой сходим в кино (Морк) NOTFOUND",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,либо,NA,NA,,,Настя,,
,либо,,,ЕФР,однокомпонентный,NA,начальная,NA,союз,,"связь однородных членов предложения и целых предложений (по значению взаимоисключающих или заменяющих друг друга, указывая на необходимость выбора между ними): или",NA,,"Вечером я буду дочитывать книгу, либо мы с тобой сходим в кино (Морк) NOTFOUND",NA,NA,заместительные отношения,NA,дизъюнкция,NA,дизъюнкция,NA,NA,NA,,,либо,NA,NA,,,Настя,,
,либо... либо,,,АГ-80,однокомпонентный,NA,начальная,NA,союз,,разделительный (выбор),NA,,"По их словам, они либо не получили ответов, либо им сообщили, что решение о продлении программы еще не принято, не уточнив сроков. (НКРЯ) GOOD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,"Повторяющийся союз или или и его более редкий синоним либо либо отличаются от одиночных союзов чистой разделительности или и либо тем, что указывают на обязательность хотя бы одного из компонентов [Санников 2008]",,либо,дублирование,нет,,,Настя,,
365,либо... либо ,,,Уш,однокомпонентный,NA,начальная,NA,нет пометы,,или... или ,NA,,"По их словам, они либо не получили ответов, либо им сообщили, что решение о продлении программы еще не принято, не уточнив сроков. (НКРЯ) GOOD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,NA,NA,либо,дублирование,да,да,,Диана,,
,либо... либо.. или,,,АГ-80,многокомпонентный,NA,начальная,NA,союз,,разделительный (выбор),NA,,"«Когда граждане попали в сложную жизненную ситуацию либо доходы упали, либо заболел или что-то серьёзное произошло, человек может полгода не платить, а срок оплаты сдвигается. (НКРЯ) GOOD",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,либо,или,нет,,,Настя,,
,либо... либо... либо,,,АГ-80,многокомпонентный,NA,начальная,NA,союз,,разделительный (выбор),NA,,"Это вообще в каком-то смысле глобальная проблема русского человека: он вечное дитя, которого либо барин рассудит, либо царь помилует, либо еще кто-то большой придет — сопли вытрет, колготочки подтянет, попу подотрет. [НКРЯ: А. А. Данилова, Тутта Ларсен. Тутта Ларсен: „Мои дети не будут делать татуировки“ (2017.05) // 2017]",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,либо,дублирование,нет,,,Настя,,
,либо... либо... то ли,,,АГ-80,многокомпонентный,NA,начальная,NA,союз,,разделительный (выбор),NA,,"Это вообще в каком-то смысле глобальная проблема русского человека: он вечное дитя, которого либо барин рассудит, либо царь помилует, то ли еще кто-то большой придет — сопли вытрет, колготочки подтянет, попу подотрет. [Видоизменненый пример из НКРЯ: А. А. Данилова, Тутта Ларсен. Тутта Ларсен: „Мои дети не будут делать татуировки“ (2017.05) // 2017]",NA,NA,дизъюнкция,NA,NA,NA,дизъюнкция,NA,NA,NA,,,либо,то ли,нет,,,Настя,,
366,лишь,,,МАС,однокомпонентный,NA,начальная,NA,союз,,"в предложениях, уточняющих высказанную мысль",NA,,"Кругом тихо, лишь издалека лоносится шум поезда. (МАС)",NA,частица,мереология,аддитивность,NA,NA,мереология,исключение,NA,NA,NA,"можно переформулировать с ""кроме того что""",лишь,NA,NA,NA,,Диана,,
367,лишь,,,МАС,однокомпонентный,NA,начальная,NA,союз,,в придаточных временных предложениях,NA,,"Лишь наступил вечер, на траву пала роса. (БТС)",NA,частица,таксис,следование,NA,NA,таксис,предшествование,NA,NA,NA,NA,лишь,NA,NA,NA,,Диана,,
368,лишь,,,Морк,однокомпонентный,NA,начальная,NA,союз,,противительно-ограничительный,NA,,"Кругом тихо, лишь издалека лоносится шум поезда. (МАС) NOTFOUND",NA,NA,адверсатив,противительное,NA,NA,адверсатив,противительность,NA,NA,NA,NA,лишь,NA,NA,NA,,Диана,,
369,лишь,,,Уш,однокомпонентный,NA,начальная,NA,союз,,временной,NA,,"Лишь наступил вечер, на траву пала роса. (БТС) NOTFOUND",NA,наречие,таксис,следование,NA,NA,таксис,предшествование,NA,NA,NA,NA,лишь,NA,NA,NA,,Диана,,
,лишь,,,БТС,однокомпонентный,NA,плавающая,NA,союз,,"дополняет, уточняет высказанную мысль",NA,,"Кругом тихо, лишь издалека доносится шум поезда. (Морк) NOTFOUND","1. исключительность, единственность кого-, чего-л., какого-л. явления, процесса и т.п. ",частица,мереология,конкретизация,NA,NA,мереология,исключение,NA,NA,,,лишь,NA,NA,,,Настя,,
,лишь,,,БТС,однокомпонентный,NA,плавающая,NA,союз,,"действие, о котором говорится в главном предложении, наступает сразу после действия, о котором говорится в придаточном предложении; едва, только, как только",NA,,"Лишь наступил вечер, на траву пала роса. (БТС) NOTFOUND","1. исключительность, единственность кого-, чего-л., какого-л. явления, процесса и т.п. ",частица,таксис,предшествование,NA,NA,таксис,предшествование,NA,NA,,,лишь,NA,NA,,,Настя,,
,лишь,,,АГ-80,однокомпонентный,NA,плавающая,NA,аналог союза,,ограничивающее исключение,NA,,"Кругом тихо, лишь издалека доносится шум поезда. (Морк) NOTFOUND",NA,союз; частица; частица-союз,мереология,конкретизация,таксис,предшествование,мереология,исключение,NA,NA,,,лишь,NA,NA,,,Настя,,
,лишь,,,АГ-80,однокомпонентный,NA,невонечная,NA,частица-союз,,NA,NA,,"Кругом тихо, лишь издалека доносится шум поезда. (Морк) NOTFOUND",NA,союз; частица; аналог союза,мереология,конкретизация,таксис,предшествование,мереология,исключение,NA,NA,,,лишь,NA,NA,,,Настя,,
,лишь,,,АГ-80,однокомпонентный,NA,плавающая,NA,союз,,NA,NA,,"Кругом тихо, лишь издалека доносится шум поезда. (Морк) NOTFOUND",NA,частица; частица-союз; аналог союза,мереология,конкретизация,таксис,предшествование,мереология,исключение,NA,NA,,,лишь,NA,NA,,,Настя,,
,лишь,лишь бы,,ЕФР,однокомпонентный,NA,плавающая,NA,союз,,цель: только для того чтобы,да,,"Работал он кое-как, лишь бы день прошёл (Морк) NOTFOUND","1. ограничительное выделение из множества: исключительно, единственно, только",частица,цель,NA,NA,NA,NA,NA,NA,NA,,"здесь, по идее, должно быть еще ""бы"". Но такая строка уже есть, поэтому удаляю",лишь,NA,NA,,,Настя,,
,лишь,,,ЕФР,однокомпонентный,NA,плавающая,NA,союз,,дополняет или уточняет высказанную мысль,NA,,"Кругом тихо, лишь издалека доносится шум поезда. (Морк) NOTFOUND","1. ограничительное выделение из множества: исключительно, единственно, только",частица,мереология,конкретизация,NA,NA,мереология,исключение,NA,NA,,,лишь,NA,NA,,,Настя,,
,лишь,,,ЕФР,однокомпонентный,NA,плавающая,NA,союз,,"действие, о котором говорится в главном предложении, наступает сразу же после действия, о котором говорится в придаточном предложении: едва, как только, лишь только",NA,,"Лишь рассвело, мы вышли из дома (Морк) NOTFOUND","1. ограничительное выделение из множества: исключительно, единственно, только",частица,таксис,предшествование,NA,NA,таксис,предшествование,NA,NA,,,лишь,NA,NA,,,Настя,,
,лишь,,,ШЩ,однокомпонентный,NA,плавающая,NA,союз,,временные отношения,NA,,"Лишь доехали до города, началась перестрелка. (ШЩ) NOTFOUND",NA,частица,таксис,следование,NA,NA,таксис,предшествование,NA,NA,Непосредственное предшествование (без промежутка).,,лишь,как,нет,,,Катя,,
370,лишь бы,,,МАС,многокомпонентный,неразрывная,начальная,NA,союз + частица,,"в придаточных предложениях цели
",NA,,"Он отвернулся, лишь бы никто не видел его смущения (БТС) NOTFOUND",NA,NA,цель,NA,NA,NA,цель,NA,NA,NA,"Дополнительный компонент сильного желания и готовности ради достижения этой цели терпеть неудобства, чем-то жертвовать.",NA,лишь бы,NA,NA,да,,Диана,,
371,лишь бы,,,МАС,многокомпонентный,неразрывная,начальная,NA,союз + частица,,"присоединяет предложение, выражающее пожелание",NA,,"Мне не нужно адов, раев, лишь бы Валя жил Катаев. (НКРЯ) GOOD",NA,NA,ПУ,желание,NA,NA,условие,реальное,ПУ,желание,"Дополнительный компонент сильного желания и готовности ради достижения этой цели терпеть неудобства, чем-то жертвовать.",NA,лишь бы,NA,NA,да,,Диана,,
372,лишь бы,,,Морк,многокомпонентный,неразрывная,начальная,NA,союз,,изъяснительный,NA,,"Человек все может, лишь бы он захотел. (Морк) NOTFOUND",NA,NA,условие,реальное,NA,NA,условие,реальное,NA,NA,NA,NA,лишь бы,NA,NA,да,,Диана,,
373,лишь бы,,,Морк,многокомпонентный,неразрывная,начальная,NA,союз,,цели,NA,,"Я на все готов, лишь бы увидеть ее. (Морк) NOTFOUND",NA,частица,цель,NA,NA,NA,цель,NA,NA,NA,"Дополнительный компонент сильного желания и готовности ради достижения этой цели терпеть неудобства, чем-то жертвовать.",NA,лишь бы,NA,NA,да,,Диана,,
,лишь бы,,,БТС,многокомпонентный,неразрывный,начальная,NA,союз+частица,,только для того чтобы,NA,,"Он отвернулся, лишь бы никто не видел его смущения (БТС) NOTFOUND",NA,NA,цель,NA,NA,NA,цель,NA,NA,NA,"Дополнительный компонент сильного желания и готовности ради достижения этой цели терпеть неудобства, чем-то жертвовать.",,лишь бы,NA,NA,,,Настя,,
,лишь бы,,,БТС,многокомпонентный,неразрывный,начальная,NA,союз+частица,,пожелание,NA,,"Я приду, лишь бы тебя увидеть. (БТС) NOTFOUND",NA,NA,ПУ,эмоции,NA,NA,цель,NA,NA,NA,"Дополнительный компонент сильного желания и готовности ради достижения этой цели терпеть неудобства, чем-то жертвовать.",,лишь бы,NA,NA,,,Настя,,
,лишь бы,,,АГ-80,многокомпонентный,неразрывный,начальная,NA,союз,,"целевое, осложненное субъективно-оценочным элементом готовности приложить максимум усилий для достижения или предотвращения чего-л.",NA,,"Сын даже на дачу не поехал, лишь бы отец взял его с собой в санкт-Петербург (Морк) NOTFOUND",NA,NA,цель,NA,NA,NA,цель,ПУ,NA,NA,"Дополнительный компонент сильного желания и готовности ради достижения этой цели терпеть неудобства, чем-то жертвовать.",,лишь бы,NA,NA,,,Настя,,
,лишь бы,,,ЕФР,многокомпонентный,неразрывный,начальная,NA,союз,,"цель, для достижения которой субъект главной части готов приложить максимум усилий: лишь бы только",NA,,"Сын даже на дачу не поехал, лишь бы отец взял его с собой в санкт-Петербург (Морк) NOTFOUND",1. ограничительное выделение слова: только бы,частица,цель,NA,NA,NA,цель,NA,NA,NA,"Дополнительный компонент сильного желания и готовности ради достижения этой цели терпеть неудобства, чем-то жертвовать.",,лишь бы,NA,NA,,имплицитная ПУ,Настя,,
,лишь бы,,,Морк,многокомпонентный,неразрывная,начальная,NA,союз,,изъяснительный,NA,,"Мне не нужно адов, раев, лишь бы Валя жил Катаев. (НКРЯ) GOOD",,,,,,,условие,реальное,ПУ,желание,"Дополнительный компонент сильного желания и готовности ради достижения этой цели терпеть неудобства, чем-то жертвовать.","НК: не уверена, что зона и пример соответствуют значению из словаря. НС и ИМ: все правильно, желание + тут еще добавляется идея, что это главное мое желание",лишь бы,,,да,,Диана,,
,лишь бы только,,,ЕФР,многокомпонентный,неразрывный,начальная,NA,союз,,"цель, для достижения которой субъект главной части готов приложить максимум усилий: лишь бы",NA,,"Я готова ходить в маске хоть всю свою жизнь теперь, лишь бы только нас не закрывали. (НКРЯ) GOOD",NA,NA,цель,NA,NA,NA,цель,NA,NA,NA,"Дополнительный компонент сильного желания и готовности ради достижения этой цели терпеть неудобства, чем-то жертвовать.","Скорее всего, 2 части - ""только"" служит для усиления",лишь бы только,NA,NA,только не обяз.,,Настя,,
374,лишь только,,,Морк,многокомпонентный,неразрывная,начальная,NA,союз,,временной,2,,"Я скажу ему об этом, лишь только он вернётся из командировки (Морк) GOOD",NA,NA,таксис,следование,NA,NA,таксис,предшествование,NA,NA,NA,См. статья [Кобозева 2016],лишь только,NA,NA,оба необязат.,,Диана,,
375,лишь только,,,Уш,многокомпонентный,неразрывная,начальная,NA,союз,,как только,2,,"Лишь только выкопал яму, она заполнилась водой. (БТС) NOTFOUND",NA,NA,таксис,следование,NA,NA,таксис,предшествование,NA,NA,NA,См. статья [Кобозева 2016],лишь только,NA,NA,оба необязат.,,Диана,,
,лишь только,,,БТС,многокомпонентный,неразрывный,плавающая,NA,в зн. союза,,действие придаточной части совершается непосредственно перед действием главной части,2,,"Лишь только выкопал яму, она заполнилась водой. (БТС) NOTFOUND",NA,NA,таксис,предшествование,NA,NA,таксис,предшествование,NA,NA,,См. статья [Кобозева 2016],лишь только,NA,NA,только не обяз.,,Настя,,
,лишь только,,,АГ-80,многокомпонентный,неразрывный,плавающая,NA,союз,,NA,2,,"Лишь только выглянуло солнце, мы отправились в путь (Морк) NOTFOUND",NA,NA,таксис,предшествование,NA,NA,таксис,предшествование,NA,NA,,См. статья [Кобозева 2016],лишь только,NA,NA,только не обяз.,,Настя,,
